Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664023"" target=""_blank"">44664023</a>",19/04/2021,; HUAUCHINANGO ESQ ALLENDE,VICENTE GUERRERO/PUEBLA/PUEBLA,00:32:51,RUIDO EXCESIVO,"19.002459102995054, -98.23036251732358","REF DE UNA FIESTA CON LA MUSICA DEMASIADO FUERTE, HAY GRITOS+, NO LOS DEJAN DESCANSAR, SOLICITA APOYO DE PATRULLA, TEL CLE OK, LA UNIDAD SE ENCUENTRAN EN EL LUGAR SE VERIFICA, LO CUAL REFIEREN QUE UBICAN LA FIESTA A LA CUAL, ESTA ADENTRO DE UN DOMICILIO NADIE LES QUIERE, ABRIR LO CUAL NINGÚN PETICIONARIO EN EL LUGAR, HACEN PERIFONEO CON CÓDIGO SONORO SE MANDA, EVIDENCIA GRAFICA LA UNIDAD CONTINUA CON SU, RECORRIDO, VP-707 ABORDO POL JOVAN EZEQUIEL OSORIO BENDITO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664043"" target=""_blank"">44664043</a>",19/04/2021,; CALLE INDEPENDENCIA Y PRIV DEL PIRUL,IGNACIO MARISCAL/PUEBLA/PUEBLA,00:34:40,DETONACION DE ARMA DE FUEGO,"19.105708806306268, -98.2024994731403","SUS VECINOS DE AL LADO TIENEN UN A FIESTA PRIVADA, HICIERON DOS DETONACIONES AL AIRE, DE LA ULTIMA HACE 5 MIN, SE INF EXT 10099, TEL CLE OK, ACUDE UNIDAD VP-107 ABORDO--POL. 7889 MORENO, PALAMA MARTIN -POL. MUÑOZ ORTEGA JESSICA, EN EL, LUGAR SE REALIZA PRESENCIA EN EFECTO REUNION CON, MUSICA PERSONAS ALCOHOLIZADAS , SE LES HACE, RECOMENDACIONES NO PROPORCIONAN DATOS ASI MISMO, NO HAY EN EL LUGAR QUIEN SE ENTREVISTE REPORTE O, PROPORCIONE DATOS, NEGATIVO DE DETONACIONES ,, CONTINUA LA UNIDAD, -,  -, -"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664047"" target=""_blank"">44664047</a>",19/04/2021,; AV LA FRAGUA 1427 ESQUINA EDUCADORES Y EL ENTRONQUE,UNIDAD SATELITE MAGISTERIAL/PUEBLA/PUEBLA,00:35:31,CONSUMO DE ALCOHOL EN VIA PUBLICA,"19.04456388702735, -98.14737484682972","REFIERE QUE 6 MASCULINOS CONSUMEINDO BEBIDAS, ALCOHOLICAS, TEL CEL //OK, DESCONOCE CARACTERISTICAS, DE LA UNIDAD VP 309 JACQUELINE AMISHADAI, HERNANDEZ HERNADEZ Y ULISES MONTANO HERRERA AL, LUGAR, V, YA EN EL LUGAR LA UNIDAD VP 309 JACQUELINE, AMISHADAI HERNANDEZ HERNADEZ Y ULISES MONTANO, HERRERA EN EL LUGAR LOS MASCULINOS AL VER LA, UNIDAD SE INTRODUCEN A UN DOMICILIO ASI MISMO LOS, OFICIALES YA CON BASTANTE PRESENCIA DEL LUGAR, MANDAN EVIDENCIA."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664061"" target=""_blank"">44664061</a>",19/04/2021,;AV MORELOS 7005,TEPEYAC/PUEBLA/PUEBLA,00:36:24,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.071448946003777, -98.17849255964997","ZONA :    2 VECTOR:     208 UNIDAD :    VP-211, ELEMENTOS :    ANAHI YADIRA URBINA LOPEZ REAL :, SI PRUEBA :       NO REPORTE POLICIAL :   SE, ACUDE AL 74 POR RUIDO EXECIVO ASÍ MISMO ES 02 DE, QUE EL PETICIONARIO SE QUIERA ENTREVISTAR CON LA, UNIDAD EN 45 INFORMA VP-211 DESCRIPCION DE LOS, HECHOS:       INDICA DE RUIDO EXCESIVO A UN, COSTADO DE LA MISCELANEA VIKI UN PORTON BLANCO, DESPACHADOR :     JUAREZ RUIZ JUAN JOSE  TIEMPO, DE ATENCION :     7 MINUTOS ESTATUS**  CERRADO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664062"" target=""_blank"">44664062</a>",19/04/2021,;AV FIOLOMENO ESCAMILLA Y PEDRO GUERRERO,UNIDAD HAB MANUEL RIVERA ANAYA/PUEBLA/PUEBLA,00:36:43,PERSONA SOSPECHOSA,"19.055266033589756, -98.14924901546811","[CELL], PET PIDE PATRULLA, NO INDICA LOS MOTIVOS, NO DA DIRECCION, SE ENVIA APOYO A LA DIRECCION, POR UBICACION DE COORDEADAS EN FOLIO, DURANTE LA LLAMDA PET NOCONTESTA, SE ESCUCHA QEU, AL PARECER ES  UN PROBLEMA FAMILAIR, TEL CEL OK, YA EN EL LUGAR   ACUDE  DE LA UNIDAD VP 309, JACQUELINE AMISHADAI HERNANDEZ HERNADEZ Y ULISES, MONTANO HERRERA ASI MISMO YA REALIZANDO EL, OPERTAIVO PRESENCIA EN EL PUNTO DEL APOYO ASI, MISMO MANDA EVIDENCIA DEL LUGAR."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664065"" target=""_blank"">44664065</a>",19/04/2021,; REVOLUCION 27 ESQUINA,NUEVA SAN SALVADOR/PUEBLA/PUEBLA,00:37:20,PERSONA AGRESIVA,"19.090007935217, -98.1696550308133","REFIERE QUE SU VECINO ESTA ARRIBA DE SU DOMICILIO, CON UN MACHETE, DESCONOCE COMO ESTA VESTIDO, PETICIONARIA INDICA QUE SE DESCARTA LA AMENAZA DE, SUICIDIO, UNIDAD VP-202 ABORDO LOS ELEMENTOS:  POL., ANASTACIO RAMIREZ JOEL Y POL. HERNANDEZ GARCIA, FERNANDO, 2DA LLAMADA TEL 221 318-4355 PREGUNTA POR UNIDAD, UNIDAD VP-224 ABORDO LOS ELEMENTOS:  POL. LOZADA, GIRON VICTOR HUGO Y POL. SERRANO PARRA, ROGELIO*********UNIDAD LLEG AL PUNTO HACE, PRESENCIA Y S ENTREVISTA CON ANA LAURA CONTRERAS, NO PROPORCIONA NUMERAL QUIEN INDICA QUE  SU, VECINO SACA UN MACHETE Y ESTA ROMPIENDO BOTELLAS, AL LLEGAR LA UNIDAD INGRESA ASU DOMICILIO EL, MASCULINO Y QUEDA EL LUGAR SIN NOVEDAD Y CONTINUA, SU RECORRIDO ES EL MISMO FOLIO QUE ESTE  44663975"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664082"" target=""_blank"">44664082</a>",19/04/2021,; SAN JOSÉ ESQ TRINIDAD,LA CONCEPCION/PUEBLA/PUEBLA,00:40:25,VEHICULO SOSPECHOSO,"19.034826999751537, -98.27557910197758","TAXI NEGRO CON AMARILLO CON  MATRICULA    C-, 17401 -  ABORDO UN MASCULINO SOSPECHOSO, LLEVA, MAS DE UNA HORA EN EL LUGAR., SE REGRESA LLAMADA PETICIONARIO INDICA QUE POR LA, 16 DE SEPTIEMBRE, REPORTO LA VP- 804 BORDO POL.RAMIREZ CEVADA, ENRIQUE  Y POL. ESCORZA LEON MARIA FERNANDA, AL EXTERIOR EN COMPLETA CALMA. NEGATIVO DE ALGUN, PETICIONARIO. ACTIVAN CODIGOS SONOROS POR EL, AREA. CONTINUAN SU RECORRIDO., ATENDIO POLICIA MUNICIPAL"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664084"" target=""_blank"">44664084</a>",19/04/2021,; CALLE SANTA ROSA ENTRE JUAN PABLO II Y BARRANCA,SANTA MARGARITA/PUEBLA/PUEBLA,00:40:49,RUIDO EXCESIVO,"19.05168201620071, -98.12193543081375","MENCIONA QUE SUS VECINOS TIENEN MUSICA A VOLUMEN, ALTO Y ESTAN HACIENDO RUID, MENCIONA QUE ESTAN, DENTRO DE SU DOMICILIO, YA EN EL LUGAR ABORDO DE LA UNIDAD VP 319 RAMOS, RAMOS JOSÉ AMADO//LÓPEZ PÉREZ FRANCISCO AL, APRECER EN EL LUGAR SE LLEVA ACABO UNA FIESTA ASI, MISMO YA REALIZARON EL PERIFONEO EN EL PUNTO DEL, APOYO MANDAN EVIDENCIA GRAFICA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664102"" target=""_blank"">44664102</a>",19/04/2021,; PROLONGACION 9 NORTE 1015B ENTRES 100 Y 102 PONIENTE,INFONAVIT VILLA FRONTERA/PUEBLA/PUEBLA,00:43:16,PERSONA SOSPECHOSA,"19.08475904389809, -98.18314450197695","HAY UNA PERSONA QUE HAY UA PEROSNA QUE SE ASOMA A, SU PUERTA, PET MENCIONA QUE TIENE MIEDO QUE SE, META A SU CASA, NO DISTINGUE SI ES HOMBRE O, MUJER., PRENDIERON LA LUZ DE AFUERA Y ABRIERON LA, CORTINA, SE ESCONDIO EN LA CORINA, MENICONA PET QUE LA PERSONA SIGUE AHI Y NO SE VA,, CONTINUA ASOMANDOCE A LA CASA. NO ES NADIE, CONOCIDO, MENCIONA PET QUE UNA VEZ QUE LA UNIDAD LLEGUE AL, LUGAR SE COMUNIQUEN LOS OCIFIALES A SU NUMERO DE, CELULAR., ACUDE UNIDAD VP-109  ABORDO POL. MUÑOZ FLORES, TANIA, /-POL. 7894 PORTILLO HERNANDEZ RAFAEL, ACUDE UNIDAD VP-109  ABORDO POL. MUÑOZ FLORES, TANIA, /-POL. 7894 PORTILLO HERNANDEZ RAFAEL, SE, ENTREVISTAN CON ROXANA HUERTA GONZALES QUIEN, REFIERE DE UNA PERSONA , NO SABE SI HOMBRE O, MUJER SE ASOMABA A SU DOMICILIO Y SE ENCONDIA , A, EL ARRIBO DE LA UNIDAD , NO SE UBICO SE LE, PROPORCIONA NUMERO INSTITUCIONAL, AGRADECE EL, APOYO CONTINUA LA UNIDAD"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664106"" target=""_blank"">44664106</a>",19/04/2021,; 3 SUR ESQ 9 PTE,BARRIO SAN MIGUEL/PUEBLA/PUEBLA,00:44:30,OTROS ACTOS RELACIONADOS CON LA SEGURIDAD COLECTIVA,"19.04245258856827, -98.2019872596503","[CELL], FIESTA EN VIA PUBLICA CON GRUPO MUSICAL, MUCHO ESCANDALO, TEL CEL OK, 2DA LLAMADA TEL 222 535-0974 REPORTA QUE HAY UNA, FIESTA CON MÚSICA MUY ALTA, REPORTO JA-009 ABORDO POL.HUMBERTO GARCÍA BENÍTEZ, Y POL. FCO DAVID HERNÁNDEZ TENTLE, AL EXTERIOR EN COMPLETA CALMA. NEGATIVO DE ALGUN, PETICIONARIO. ACTIVAN CODIGOS SONOROS POR EL, AREA. CONTINUAN SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664133"" target=""_blank"">44664133</a>",19/04/2021,; CALLE ROBLE ESQ LUIS PALERMO,BOSQUES DE SAN SEBASTIAN/PUEBLA/PUEBLA,00:48:50,VIOLENCIA CONTRA LA MUJER,"19.05982376571342, -98.1314427786078","[CELL], PET REF QUE UN APAREJA SE ESTAN PELEANDO, HAY 4 PERSONAS, EN LA VIA PUBLICA REF SE TRATA DE FAMILIARES DEL, MASCULINO QUIENES AL PARECER TAMBIEN AGREDEN A LA, FEMENINA, TEL CLE OK, //////, ENTERADO TELMUJER SE TOMA CONOCIMIENTO DE ESTE, FOLIO, ////, AL LUGAR ABORDO DE LA UNIDAD SSC 030 GONZALEZ, LOZADA FAUSTO//HERNANDEZ GARCIA ANGELICA CON, APOYO DE ABORDO DE LA UNIDAD VP 302 SÁNCHEZ ROJAS, ANDREA MAGNOLIA//CRISTÓBAL BAUTISTA JESÚS, EN EL LUGAR UNIDAD SSC 030 GONZALEZ LOZADA, FAUSTO//HERNANDEZ GARCIA ANGELICA  Y UNIDAD VP, 302 SÁNCHEZ ROJAS ANDREA MAGNOLIA//CRISTÓBAL, BAUTISTA JESÚS MENCIONAN NO UBICARON AL, PETIONARIO, MANDAN EVIDENCIA GRAFICA POR PARTE DE, CABINA TORRE 3 LE DEVUELVE LA LLAMADA AL, PETIONARIO MENCIONA ES VECINO DEL LUGAR OBSERVO, COMO SE ESTABAN PELEANDO DOS PAREJAS EN EL LUGAR, YA SE SUBIERON AL EDIFICIO 4 NO SABE A CUAL, DEPARTAMENTO, YA LOS OFICIALES PRSENTES EL APOYO, NO UBICARON ALGUN PETIONARIO CONTINUAN CON EL, RECORRIDO, //////, ENTERADO TELMUJER SE CIERRA FOLIO CON NOTAS DE, POLICÍA, ///"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664144"" target=""_blank"">44664144</a>",19/04/2021,; AVE REFORMA 337 A // 5 Y 3 NORTE,PUEBLA CENTRO/PUEBLA/PUEBLA,00:50:52,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.046083849309106, -98.2014149596502","DEL VALLE CENTRO,BENITO JUAREZ,MEXICO D.F.,CIUDAD DE MEXICO,MX, DT, ADT, SONORA, 3 MIN, TEL CONM OK, ACUDE CICLO 20 POL. 7755  RAMIREZ RIVERA JUAN, CARLOS/CICLO 10 POL. MANCILLA ROMERO MANUEL, ALEJANDRO, EN EL LUGAR INDICADO AL EXTERIOR SE OBSERVA BIEN, CERRADO Y EN SILENCIO, POR LO QUE CONTINUAN SU, RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664146"" target=""_blank"">44664146</a>",19/04/2021,; 38 OTE ESQUINA CALZADA ZARAGOZA Y PRIVADA 5 DE MAYO,HIDALGO/PUEBLA/PUEBLA,00:51:11,OTROS TIPOS DE ALTERACION AL ORDEN PUBLICO,"19.05813141887494, -98.18880999595173","[CELL], REFIERE QUE ESCUCHA APROXIMADAMENTE 10 PERSONAS, HACIENDO MUCHO RUIDO, NECESITA UNIDAD PARA CALMAR A LOS MASCULINOS, TEL CEL //OK, UNIDAD VP-211 ABORDO LOS ELEMENTOS:  POL. DE, HILARIO RAMIREZ ANA KAREN Y POL. RAMOS MARTINEZ, OMAR, UNIDAD VP-211 ABORDO LOS ELEMENTOS:  POL. DE, HILARIO RAMIREZ ANA KAREN Y POL. RAMOS MARTINEZ, OMAR******UNIDAD LLEGA AL PUNTO  Y NEGATIVO D, ENCONTARAR ALGUIEN GRITANDO EN LA CALLE  UNIDAD, DEJA EL PUNTO SIN NOVEDAD Y CONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664153"" target=""_blank"">44664153</a>",19/04/2021,;RUA DE JADE 103 ESQ BVD DIAMANATE,FRACC LA JOYA/PUEBLA/PUEBLA,00:53:02,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,"19.019710108162624, -98.17891555965058","INDICA DE GENTE ABORDO DE CAMIONETA NEGRA, INGIRIENDO BEBIDAS ALCOHOLICAS TIENE MUSICA A, ALTO VOLUMEN, TEL RES OK, REPORTA LA JA 006 A BORDO POL.MAGAÑA VILLALBA, YAHARA MARIA //JUAREZ MENES MIGUEL ANGEL, AL EXTERIOR EN COMPLETA CALMA. NEGATIVO DE ALGUN, PETICIONARIO. ACTIVAN CODIGOS SONOROS POR EL, AREA. CONTINUAN SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664156"" target=""_blank"">44664156</a>",19/04/2021,; BELJICA ESQUINA 26 PTE,LAS HADAS MUNDIAL 86/PUEBLA/PUEBLA,00:54:02,OTROS ACTOS RELACIONADOS CON LA SEGURIDAD COLECTIVA,"19.065870854196866, -98.21034533081355","REFIERE QUE HAY MUCHO RUIDO, DESCONOCE NÙMERO DE GENTE, INDICA QUE HAY MUCHO RUIDO, TEL CEL //OK, UNIDAD  VP-424 PIÑA  ESPINOZA SANDRA Y DURAN, GÓMEZ LUIS ARTURO, UNIDAD  VP-424 PIÑA  ESPINOZA SANDRA Y DURAN, GÓMEZ LUIS ARTURO***************LA UNIDAD EN LA, ZONA INDICA NO SE UBICA NINGU RUIDO EXESIVO LA, UNIDAD HACE PRESENCIA EN LA ZONA Y NADIE INDICA, NADA LA UNIDAD CONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664160"" target=""_blank"">44664160</a>",19/04/2021,;4 OTE ESQUINA ANDADOR 5 MAYO Y 2 NORTE,PUEBLA CENTRO/PUEBLA/PUEBLA,00:55:08,QUEJA CONTRA SERVIDORES PUBLICOS,"19.046209507583765, -98.19779755965025","INDICA QUE DOS PATRULLAS DE POLICA MUNICIPAL CH03, Y OTRA, ESTAN AFUERA DE SU DOMICILIO CON RISAS Y, ESCANDALIZANDO EN VIA PUBLICA, (S EMANTIEN 4EN LINEA YA QUE NO APORTA DIRECCION), ANTES DE SER  TRANSFERIDA, CORTA COMUNICACIÒN, SE INFORMA A EXT 10138, CELL AV 4 OTE 12, 112004, SE RECIBE 2DA LLAMADA INDICANDO MISMOS HECHOS SE, PROPORCIONA NUMERO DE REPORTE INDICANDO QUE NO LO, REQUIERE, UNICAMENTE SOLICITA QUE SE RETIREN LAS, UNIDADES O QUE CALMEN SU ESCANDALO LOS OFICIALES, SE CANALIZA VIA TELEGRAM CON ASUNTOS INTERNOS"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664162"" target=""_blank"">44664162</a>",19/04/2021,; PRIV DE LA 78 PTE NUM 301-A // 5 NORTE,16 DE SEPTIEMBRE/PUEBLA/PUEBLA,00:55:20,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,"19.075086899632925, -98.18360718663153","[CELL], REF DE APROX 7 MASCULINOS, EN UN VEHICULO, Z¿AZUL, ESTAN DESDE 6PM, HACIENDO MUCHO ESCANDALO, ESAN EBRIOS, PET CON ENFERMO EN CASA, TEL CLE OK, UNIDAD VP -408 ABORDO MORALES ROMERO ANA MARÍA Y, VÁZQUEZ PEDRO JOSÉ, CELL VALENCIA 3, 112326, UNIDAD VP -408 ABORDO MORALES ROMERO ANA MARÍA Y, VÁZQUEZ PEDRO JOSÉ**********LA UNIDAD EN EL ZONA, INDICA NO UNICA NINGUN VEHICUL CON MASCULINOS, ABORDO SE LE MARCA A PET NO CONTESTA LA UNIDAD, COPNTINUA SU RECORRIDO, 2DA LLAMDA MISMA PET REF QUE EL VEHICULO ES, BLANCO Y AUN CONTINUA EN EL LUGAR"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664167"" target=""_blank"">44664167</a>",19/04/2021,; 7 NORTE 204 ESQUINA 2 PTE,LA LIBERTAD/PUEBLA/PUEBLA,00:56:12,OTROS ACTOS RELACIONADOS CON LA SEGURIDAD COLECTIVA,"19.071187186369407, -98.23708530197716","REPORTA QUE HAY UNA FIESTA EN EL LUGAR, HAY MUCHAS PERSONAS REUNIDAS SIN LLEVAR A CABO, LAS MEDIDAS DE LA CONTINGENCIA, TEL CEL, OK, UNIDAD JA-003   GUTIÉRREZ MORGADO ENRIQUE  Y, JUAREZ PAISANO HERMINIA, UNIDAD JA-003   GUTIÉRREZ MORGADO ENRIQUE  Y, JUAREZ PAISANO HERMINIA *********************LA, UNIDAD EN EL LUGAR INDICA QUE AL VER LA PRESENCIA, DE LA UNIDAD BAJAN EL VOLUMEN DE LA MUSICA ASI, MISMO ES AL INTERIOR DE UN DOMICILIO LA UNIDAD, HACE PRESENCIA Y CONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664185"" target=""_blank"">44664185</a>",19/04/2021,;CALLE ESMERALDA 4813 //ORO Y COBRE,EJIDAL LOMAS DE SAN MIGUEL/PUEBLA/PUEBLA,01:00:38,RUIDO EXCESIVO,"18.99116859829936, -98.18327284616002","[CELL], REF DE UNA FIESTA, EN EL UGAR CON LA MUSICA MUY FUERTE, PET AFUIERA ESPERANDO A LA UNIDAD, TEL CEL OK, REPORTA LA JA 006 A BORDO POL.MAGAÑA VILLALBA, YAHARA MARIA //JUAREZ MENES MIGUEL ANGEL, AL EXTERIOR EN COMPLETA CALMA. NEGATIVO DE ALGUN, PETICIONARIO. ACTIVAN CODIGOS SONOROS POR EL, AREA. CONTINUAN SU RECORRIDO., 2DA LLAMADA 222 192-4287 INDICA VECINOS  CON, MUSICA A ALTO VOLUMEN MOLESTO POR QUE LA UNIDAD, NO LLEGA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664210"" target=""_blank"">44664210</a>",19/04/2021,";AV 117 PTE,EDIF 911, DPTO 2 CON ESQUINA DE 9 SUR ""F""",INFONAVIT AGUA SANTA/PUEBLA/PUEBLA,01:05:54,RUIDO EXCESIVO,"18.989886055463934, -98.24511944616012","HAY MUCHO ESCÁNDALO : MÚSICA CON VOLUMEN ALTO Y, MUCHOS GRITOS, REPORTA LA VP-813 ABORDO POL.  SANCHEZ MORALES, MIGUEL ANGEL  Y POL.JUAREZ DE JESUS TANIA, AL EXTERIOR EN COMPLETA CALMA. NEGATIVO DE ALGUN, PETICIONARIO. ACTIVAN CODIGOS SONOROS POR EL, AREA. CONTINUAN SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664216"" target=""_blank"">44664216</a>",19/04/2021,;CUAHUTEMOC Y BENITO JUARZ,SAN FELIPE HUEYOTLIPAN/PUEBLA/PUEBLA,01:07:04,PERSONA SOSPECHOSA,"19.086459980133295, -98.21934083081331","[CELL], INDICA QUE 3 MASCULINO UNO DE NEGRO ¡, OTRO GRIS, Y OTRI DE CAMISA VERDE, ESTAN CORRIENDO Y MUY SOSPECHOCOS, DENTRO DEL PANTEON, TEL CEL //OK, UNIDAD VP-427 RODRÍGUEZ FÉLIX GERARDO Y, RODRÍGUEZ FÉLIX GERARDO, UNIDAD VP-427 RODRÍGUEZ FÉLIX GERARDO Y, RODRÍGUEZ FÉLIX GERARDO******************LA, UNIDAD EN LA ZONA INIDCA NO SE UBICA NINGUN, MASCULINO CON LAS CARACTERISTICAS MENCIONADAS LA, UNIDAD HACE PRESENCIA EN LA ZONA Y CONTINUA SU, RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664227"" target=""_blank"">44664227</a>",19/04/2021,; CALLE SN FELIPE // CALLE SN ALFONSO Y SN JAVIER,SANTA LUCIA/PUEBLA/PUEBLA,01:11:19,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,"18.95367888064285, -98.22592128160119","REF DE UN MASCULINO EBRIO, MUY ALTERADO, HACIENDO ESCANDALO, TEL CLE OK, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP- 804 BORDO POL.RAMIREZ CEVADA ENRIQUE  Y POL., ESCORZA LEON MARIA FERNANDA, INFORMAN EN EEL LUGAR SE HACE PRESENCIA CON, SONORO NEGATIVO DE UBICAR A EL MASCULINO SUBEN, EVIDENCIA A COORDINACION..."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664244"" target=""_blank"">44664244</a>",19/04/2021,; 147A PTE 1947,SAN BERNABE TEMOXTITLA 1RA SECC/PUEBLA/PUEBLA,01:16:36,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,"18.973196010012902, -98.27230743192833","[CELL], MASCULINO EBRIO, ESTA TOCANDO SU PUERTA MUY INSITENTEMENTE, SOLICITA LO RETIREN  DEL LUGAR, TELÑ CLE OK, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-822  RAMIREZ CEVADA CRISTOFER Y POL. MEDIAS, DURAN ANGELICA, INFORMAN EN EL LUGAR SEE HACE PRESENCIA CON, SONORO VADIE INDICA NADA A SI MISMO NEGATIVO DE, UBICAR A EL MASCULINO ... SEE REGRESA LA LLAMADA, A PETICIONARIO INDICA QUE EL MASCULINO YA SE, HABIA RETIRADO AGRADECE EL APOYO..."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44664248"" target=""_blank"">44664248</a>",19/04/2021,; 2DA CDA GASUDUCTO NORTE // 13 DE ABRIL,SAN PABLO XOCHIMEHUACAN/PUEBLA/PUEBLA,01:19:15,OTROS ACTOS RELACIONADOS CON LA SEGURIDAD COLECTIVA,"19.102018121933916, -98.19288710459479","FIESTA EN LA VIA PUBLICA, APROX 30 PERSONAS, TIENEN MUCHO ESCANDALO, TEL CLEO K, 2DA LLADMA 221 634-6888 HUGO REF DE FIESTA CON, LUZ Y SONIDO, ACUDE UNIDAD JA-012 ABORDO-POL. 7671 VERGARA, MARTINEZ HUMBERTO -,/-POL. GARCIA APONTE KENIA, JESSICA,, ACUDE UNIDAD JA-012 ABORDO-POL. 7671 VERGARA, MARTINEZ HUMBERTO -,/-POL. GARCIA APONTE KENIA, JESSICA,EN EL LUGAR NO HAY QUIEN SE ENTREVISTE, REPORTE O PROPORCIONE DATOS, NEGATIVO DE FIESTA, REUNION EN VIA PUBLICA , SE REGRESA LLAMADA A EL, NUMERO PROPORCIONADO EN FOLIO Y ENVIA A BUZON ,, SE REALIZA PRESENCIA CODIGO SONORO, CONTINUA LA, UNIDAD"
